Title,Source,Type,Theme,Origin,Tone Set,Tonal Center,Scale,CSP,Meter,Rhythmic Content,Hardest Rhythmic,Hardest Melodic,Melodic Form,Rhythmic Form,Classroom Use,Grade Level,Game,Full Melody,Full Rhythm,Source Link,PDFs,MuseScore Embed,Lyrics,Melodic Context
Wallflowers,"Forrai, K. & Sinor, J. (1998). Music in Preschool. Wollowin, Australia. Clayfield School of Music",Circle Game,"Death, Friends, Sickness",Ireland,drm sl,do,do pentatonic,A,"2/4, 3/4","ta,ti-ti,rest,ti-tika,tie",ti-tika,re,ABCD,ABCD,"Practice re, Practice ti-tika, Mixed Meter","3,4,5","Students form a standing circle, holding hands.
While singing, the students walk around in a circle. Before the third phrase, the teacher points to one student. Their name is replaced in the song and they walk to center to act out the movement of kicking high in the air. The center student rejoins the circle facing backwards by the end of the song, and play continues. 
",smdsmdsslsmssmdsmdrrmrdssslsmdssslssssssslsmdrmmmrrdd,t tt t tt ttk tt t z tt tt t tt ttk tt t z tt tt tt t tt tt t t tt tt tt tt tt ttk tt t t,,"Wallflowers-Traditional_Notation.pdf, Wallflowers-Stick_Notation.pdf, Wallflowers-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31565180/embed,"Wallflowers, wallflowers, growin' up so high; May I catch the measles and never ever die. Let's all go to (Justtin's) house, He has no relations; He can tick and tack and turn his back and wave to the congregation. s m d s m d s s l s m s s m d s m d r r m r d s s s l s m d s s s l s s s s s s s l s m d r m m m r r d d ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿ ＿",smdsmdslsmsmdsmdrmrdslsmdslslsmdrmrd
Obwisana Sa,"Adzenyah, K., Maraire, D., & Cook Tucker, J. (1986/1996). Let Your Voice Be Heard! Songs from Ghana and Zimbabwe. Dandury, CT. World Music Press. ",Passing Game,"Rocks, Family",Ghana,drmfs,do,do pentachordal,F#,2/4,"ta,ti-ti,rest",rest,fa,AB,AA,"Practice fa, Practice rest","2,3,4","Students form a seated circle. One student starts with a rock, or similar.
While singing, students pass the rock to the left on the half note. At the end of the song, the player with the rock is out.
source: C. Roberts, Kodaly Level 1 materials
",mssmlmfmsrrmmssmlsfmsrrd,tt tt t tt tt tt t z tt tt t tt tt tt t z,,"Obwisana Sa-Traditional_Notation.pdf, Obwisana Sa-Stick_Notation.pdf, Obwisana Sa-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31565402/embed,"Obwisana sa nana, Obwisana sa. Obwisana sa nana, Obwisana sa.",msmlmfmsrmsmlsfmsrd
Sally Go Round the Sun,"Erdei, P. & Komlos, K. (1974). 150 American Folk Songs to Sing, Read, and Play. New York, NY. Boosey and Hawkes.",Circle Game,"Movement, Space, Sun, Moon",Georgia Sea Islands,drm sl,do,do pentatonic,D,6/8,"ta,ti-ti-ti,ta-ti,tum,rest",tum,re,AB,AB,"Practice re, Introduce 6/8","K,1,2","Students form a standing circle, optionally holding hands.
While singing, the students walk around in a circle. At the end of the song on ‘Boom!' the students jump and turn 180° to face the other direction. Other Onomatopoeias can be created for other movements such as squatting down or crawling.
",ddddddmmmmmmsssslsdmmrrd,ttt t ti tum z ttt t ti tum z ttt t ti tum tum t ti t ti tum z,,"Sally Go Round the Sun-Traditional_Notation.pdf, Sally Go Round the Sun-Stick_Notation.pdf, Sally Go Round the Sun-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31566164/embed,"Sally go 'round the sun, Sally go 'round the moon, Sally go 'round the sunshine evry afternoon. Boom!",dmslsdmrd
"Starlight, Starbright","Forrai, K. & Sinor, J. (1998). Music in Preschool. Wollowin, Australia. Clayfield School of Music",Lullaby,"Space, Stars, Wishes",USA,drm sl,do,do pentatonic,A,2/4,"ta,ti-ti",ti-ti,re,AB,AB,"Practice re, Practice ta ti-ti","K,1,2","After singing, prompt students to share a wish for themselves, their family, or the whole world.",slsmsllssmmrmmsmmrmsmrd,t t t t t tt tt t tt t tt t tt tt tt t,,"Starlight Starbright-Traditional_Notation.pdf, Starlight Starbright-Stick_Notation.pdf, Starlight Starbright-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31646933/embed,"Starlight, star bright, First star I see tonight, Wish I may, wish I might, Have a wish I wish tonight.",slsmslsmrmsmrmsmrd
Rocky Mountain,"Erdei, P. & Komlos, K. (1974). 150 American Folk Songs to Sing, Read, and Play. New York, NY. Boosey and Hawkes. p.18",Strophic with Refrain,"Mountains, Nature, Emotions",USA,drm sl,do,do pentatonic,D,2/4,"ta,ti-ti,rest",rest,re,ABCC,AABB,"Practice re, Practice rest","1,2,3,4",No,dddmdddmddmsslsmdlsmdmmrrddmslmmrdrdmslmmrrd,tt tt tt tt tt tt t z tt tt tt tt tt tt t z t t t t tt tt t z t t t t tt tt t z,,"Rocky Mountain-Traditional_Notation.pdf, Rocky Mountain-Stick_Notation.pdf, Rocky Mountain-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31647212/embed,"Rocky mountain, rocky mountain, rocky mountain high, When you're on that rocky mountain, hang your head and cry. Do, do, do, do, do remember me. Do, do, do, do, do remember me.",dmdmdmslsmdlsmdmrdmslmrdrdmslmrd
"Witch, Witch","Locke, E. (2004). Sail Away: 155 American Folk Songs to Sing, Read and Play. New York, NY. Boosey & Hawkes.",Chase Game,"Witches, Halloween, Autumn",USA,m s,mi,Childhood Chant/mi bitonic,A,6/8,"ta,ti-ti-ti,ta-ti,tum",tum,so/mi,AABBBBBC,ABCCCCCD,"Practice so/mi, Practice 6/8","K,1,2","Students stand on one side of the room, a “Witch” is chosen to stand in the middle.
At the end of the song, the students try to run to the other side of the room while the Witch tries to tag a student. The tagged student can become the new Witch by themselves, or both can stay Witches for an exponential growth of taggers. 
",smsssmsssmmmsssmsmmsmsmmsmsmmsm,tum tum ttt tum ttt ttt ttt tum tum t ti tum tum tum t ti tum tum tum t ti tum tum,,"Witch Witch-Traditional_Notation.pdf, Witch Witch-Stick_Notation.pdf, Witch Witch-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31649015/embed,"Witch, witch, fell in a ditch, picked up a penny and thought she was rich; ""Are you my children?"" ""Yes! We're your children!"" ""Are you my children?"" ""No, you old witch!""",smsmsmsmsmsmsmsmsmsm
All 'Round the Brickyard,"Locke, E. (2004). Sail Away: 155 American Folk Songs to Sing, Read and Play. New York, NY. Boosey & Hawkes.",Circle Game,"Movement, Copying",USA,"s,l, drm sl",do,"do pentatonic ext,",C,2/4,"ta,ti-ti,rest,syn-co-pa,ti-tam,tim-ka",tim-ka,"so,",AB,AB,Practice low so,"K,1,2",Students form a standing circle. Students are prompted to change 'step it' into a different movement each time the song is sung. ,"ssslsddrmdrdmdrdmdl,s,ddl,d",t tmk ttm scp tt tt tt tt tt tt scp t z,,"All Round the Brickyard-Traditional_Notation.pdf, All Round the Brickyard-Stick_Notation.pdf, All Round the Brickyard-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31649216/embed,"All 'round the brickyard, remember me, I'm gonna step it, step it, step it, and aremember me.","slsdrmdrdmdrdmdl,s,dl,d"
Charlie Over the Ocean,"Courlander, H. (1951). Negro Folk Music of Alabama. Folkways album FE 4474. This is a variation with simplified rhythms. 
","Call and Response, Circle Game, Chase Game, Solo Singing","Ocean, Animals, Chasing","USA, African American","s,l, drm",do,"do pentatonic ext,",G,6/8,"ta,ti-ti-ti,ta-ti,tum",tum,"so,",AABBAABB,AABBCCDD,Practice low so,"K,1,2,3","Students form a standing circle, a “Charlie” chosen to stand outside the circle.
Charlie walks around the circle during the song while solo singing the Call. They may make up a new ocean animal to replace ‘big fish'. At the end of the song, Charlie stops walking and the student closest to them stands and chases them around the circle. Charlie tries to escape and sit in the empty spot. The chaser becomes the new Charlie.
Increase the difficulty: Closer to the game in the original source, the students are form a standing circle and skip to the right during the song. Charlie is outside the circle and skips to the left. The chasing element remains the same.
source: Courlander, H. Ring Games, Line Games and Play Party Songs of Alabama.
","dddddrmdddddrmdddddl,s,dddddl,s,ddddrmddddrmddl,s,ddl,s,",t ti ttt tum tum t ti ttt tum tum t ti ttt tum tum t ti ttt tum tum t ti t ti tum tum t ti t ti tum tum tum tum tum tum tum tum tum tum,,"Charlie Over the Ocean-Traditional_Notation.pdf, Charlie Over the Ocean-Stick_Notation.pdf, Charlie Over the Ocean-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31649591/embed,"Charlie over the ocean, Charlie over the ocean, Charlie over the sea, Charlie over the sea, Charlie caught a big fish, Charlie caught a big fish, Can't catch me, Can't catch me,","drmdrmdl,s,dl,s,drmdrmdl,s,dl,s,"
Chocolate,"Mills, L. (2010s). ¡Salta Conejo! A Collection of Latin American Children's Songs for Teachers and Parents. Found of madrobinmusic.com","Chant, Movement","Food, Chocolate",Latin America,,,,,4/4,"ta,ti-ti",ti-ti,,,AAAABBBB,"Practice ta ti-ti, Language: Spanish","K,1,2",No. Make up movements,,tt t t t tt t t t tt t t t tt t t t tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt,,"Chocolate-Traditional_Notation.pdf, Chocolate-Stick_Notation.pdf",https://musescore.com/user/14822371/scores/31674923/embed,"Uno, dos, tres, cho! Uno, dos, tres, co! Uno, dos, tres, la! Uno, dos, tres, te! Chocolate, chocolate, bate, bate, chocolate, Chocolate, chocolate, bate, bate, chocolate!",
"Deta, Deta","Collected and transcribed by Loreen, (1998). Kodaly Level III, Seattle Pacific University. Translation: Music and You. (1991). Macmillan Publishing.","Lullaby, Traditional Song","Moon, Space",Japan,drm sl,do,do pentatonic,Bb,2/4,"ta,ti-ti,rest",rest,re,ABC,ABC,"Practice rest, Practice re, Language: Japanese","1,2,3,4,5",No,smsmdrmslsmslsmslsmrdrmlsmrmd,t t t t t t t z tt tt tt tt tt tt t z tt tt t t t t t z,,"Deta Deta-Traditional_Notation.pdf, Deta Deta-Stick_Notation.pdf, Deta Deta-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31675307/embed,"Deta, deta, tsu ki ga, Maa rui, maa rui, ma n' marui, Obo n' no yo na tsu ki ga. Now the moon is coming out. Big and round, so big and round. As round as a tray. The moon is big and round, just like a tray.",smsmdrmslsmslsmslsmrdrmlsmrmd
Cape Cod Chantey,"Botsford, (1922). Florence H. Songs of the Americas. New York: G. Schirmer, Inc. Additional lyrics: Kersey, R. Just Five Plus Two. Colcord, J. Songs of American Sailormen.","Sea Shanty, Call and Response, Work Song, Strophic with Refrain","Boats, Work, Australia",USA,"s, drm sl d'",do,do pentatonic ext;,F#,4/4,"ta,ti-ti,rest,to-o,to-o-o,tam-ti",tam-ti,do',ABCD,ABCD,"Practice tam-ti, Practice high do","3,4,5",No,"mmssdds,dmslmssmmssdds,drmsmrdd'd'd'lslsmddmslmsd'd'd'lslsmddrmsmrd",t t t t t t t tt too tt too t t t t t t t t tt t to t t too tmt t t tt tt t tt too tt too z tmt t t tt tt t tt t to t t too,,"Cape Cod Chantey-Traditional_Notation.pdf, Cape Cod Chantey-Stick_Notation.pdf, Cape Cod Chantey-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31676054/embed,"Cape cod girls they have no combs, Heave away, heave away! They comb their hair with codfish bones, We are bound for Australia! Heave away my bully bully boys, Heave away, heave away! Heave away and don't you make a noise, We are bound for Australia! Cape Cod boys, they have no sleds, Heave away, heave away! They slide downhill on codfish heads, We are bound for Australia! Cape Cod men, they have no sails They sail their boats with codfish tails Cape Cod wives, they have no pins They pin their gowns with codfish fins Cape Cod moms, they bake no pies They feed their children codfish eyes Cape Cod cats, they have no tails They lost them all in Cape Cod gales Cape Cod doctors got no pills They give their patients codfish gills

 
","msds,dmslmsmsds,drmsmrdd'lslsmdmslmsd'lslsmdrmsmrd"
Miss White,"Brumfield, S. (2010). Over the Garden Wall: Children's Songs and Games from England. Milwaukee, WI. Hal Leonard.",Chant,"Ghost, Halloween, Spooky",England,,,,,2/4,"ta,ti-ti",ti-ti,,,AB,"Practice ta ti-ti, Beat vs Rhythm","K,1,2",No,,t t tt t tt tt tt t tt t tt t tt tt t t ,,"Miss White-Traditional_Notation.pdf, Miss White-Stick_Notation.pdf",https://musescore.com/user/14822371/scores/31676255/embed,"Miss White had a fright in the middle of the night, Saw a ghost, eating toast, halfway up the lamppost.",
Naughty Kitty Cat,"Eisen, A. & Robertson, L. (2002). An American Methodology. Lake Charles, LA: Sneaky Snake Publications",Chase Game,"Animals, Cats","USA, Hungary",drmfsl,do,do hexachordal,A,2/4,"ta,ti-ti,rest",rest,fa,AABC,AABA,"Practice rest, Practice fa","1,2,3","Students form a standing circle, holding hands. A “Cat” stands inside the circle and an “Owner”, pretending to be and old man or woman, stands outside the circle.
Students sing while walking to the beat in a circle. The Cat meows on the rests. At the end of the song, the students lift their hands and the Owner chases the Cat in and out of the arches until the Cat is caught. Repeat with a new Cat and Owner. 
source: C. Roberts, Kodaly Level 1 materials
",ssslsssslsssslsfmrmmrrd,tt tt t z tt tt t z tt tt tt tt tt tt t z,,"Naughty Kitty Cat-Traditional_Notation.pdf, Naughty Kitty Cat-Stick_Notation.pdf, Naughty Kitty Cat-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31676486/embed,"Naughty kitty cat! You are very fat! You have butter on your whiskers, Naughty kitty cat!",slslslsfmrmrd
"Serra, Serra, Serrador","Campbell, P.S., McCollough-Barbson, E. & Tucker, J.C. (1994). Roots and Branches. Danbury, CT. World Music Press","Passing Game, Elimination Game","Wood, Trees, Jobs",Brazil,m s,mi,Childhood Chant/mi bitonic,G,2/4,"ta,ti-ti,ti-tika",ti-tika,so/mi,AA,AB,"Practice so/mi, Practice ti-tika, Language: Portuguese","K,1,2","Possible game: Students form a seated circle, with student's left hands facing up and right hand, palm-up, in their neighbor's left hand.
Students pass the beat by crossing their body with their right hand and tapping the hand of the neighbor to their left. At the end of the song, students count out to 10 in Portuguese while passing the beat and speeding up. The student who gets tapped on ‘dez' is out, unless they are quick enough to dodge the hand and the student who said ‘nove' is out.
",ssmmssmssmmmssm,tt tt tt t tt ttk tt t,,"Serra Serra Serrador-Traditional_Notation.pdf, Serra Serra Serrador-Stick_Notation.pdf, Serra Serra Serrador-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31732457/embed,"Serra, serra, serrador, Quantos paus o senhor serrou?",smsmsmsm
"Rain, Come Wet Me","Seeger, R. C. (1950). Animal Folk Songs for Children. New York, NY. Doubleday. p.67",Folksong,"Nature, Weather",USA,d rms,do,do pentatonic,A,2/4,"ta,ti-ti",ti-ti,re,AABA,AABA,"Practice ti-ti, Practice re","1,2,3",No,smrdsmrdsmssmssmrd,t t t t t t t t tt t tt t t t t t ,,"Rain Come Wet Me-Traditional_Notation.pdf, Rain Come Wet Me-Stick_Notation.pdf, Rain Come Wet Me-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31733039/embed,"Rain, come wet me, Sun, come dry me, Keep away ev'ry one, don't come by me!",smrdsmrdsmsmsmrd
Round and Round,"Locke, E. (2004). Sail Away: 155 American Folk Songs to Sing, Read and Play. New York, NY. Boosey & Hawkes.",Circle Game,"Nonsense, Movement",West Indies,drm sl,do,do pentatonic,A,2/4,"ta,ti-ti,ti-tika",ti-tika,re,ABCB,ABBB,"Introduce ti-tika, Practice re","2,3,4","Students form a standing circle, holding hands. The teacher or a chosen student stands in the middle.
Students sing and walk around the circle. On ‘Down my friend __', a student is chosen by the center player by tapping them on the head. This student must crouch down and continue walking in the circle. Continue until all are crouching.
source: C. Roberts, Kodaly Level 1 materials
",sslssmddrmmrrdsssllssmddrmmrrd,tt t tt t ttk tt tt t ttk tt tt t ttk tt tt t,,"Round and Round-Traditional_Notation.pdf, Round and Round-Stick_Notation.pdf, Round and Round-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31733255/embed,"Round and round, you must go, Boom makalelicheecheeboom. Down my friend (Mason) you must go, Boom makalelicheecheeboom.",slsmdrmrdslsmdrmrd
Diddle Diddle Dumpling,"Opie I. & Opie P. (1951). The Oxford Dictionary of Nursery Rhymes (1st ed.). Oxford, UK. Oxford University Press.","Chant, Street Cry","Food, Shoes",England,,,,,2/4,"ta,ti-ti,tika-tika,ti-tika",ti-tika,,,ABCA,"Practice ti-tika, Practice tika-tika","1,2,3","Possible game, inspired from Zapatitos Blancos: Students form a seated circle with both legs extended in front of them. The teacher or a student leader is chosen to be inside the circle.
The leader pats a steady beat around the circle, tapping each student's shoe as everyone speaks the rhyme. On the last beat of the rhyme, that person's foot is eliminated from the game. They tuck it underneath them, out of the circle, so one foot is still in the game and one foot is out. Continue until all shoes are eliminated. 
source: victoriaboler.com (Zapatitos version)",,tktk tt tt t tt ttk tt t tt tt tt t tktk tt tt t,,"Diddle Diddle Dumpling-Traditional_Notation.pdf, Diddle Diddle Dumpling-Stick_Notation.pdf",https://musescore.com/user/14822371/scores/31733441/embed,"Diddle diddle dumpling my son John, Went to bed with his stockings on, One shoe off and one shoe on, Diddle diddle dumpling my son John.",
Sasara ang Bulaklak,"Factora, M. (2024). Musical Folk Games of Manila, Philippines. Manila, PH. Aweng Publication.",Circle Game,"Flowers, Nature, Movement",Philippines,"s,l, drm",do,"do pentatonic ext,",F,2/4,"ta,ti-ti,tim-ka",tim-ka (closer to swing 8ths),"so,",AABB,ABCD,"Practice low so, Practice low la, Language: Tagalog","1,2,3,4,5","Students form a standing circle, holding hands. A student, “It”, is chosen to stand in the middle of the circle.
M. 1 - The circle steps towards It in the middle
M. 3 - The circle steps back out to full arms width
Ms. 5-8 - Repeat first 4 measures
M. 9 - It closes their eyes and spins in a circle, pointing outwards
End - At the end of the song, It stops spinning, and that students becomes the new It.
source: https://www.youtube.com/watch?v=isb-QzES63Q ","dddrmmmrrrmddddddrmmmrrrmddddddl,l,l,l,rrrrmrddddl,l,l,l,rrrrmrs,d",tt tt tt t tt tt tt t tt tt tt t tt tt t t tmk tt tmk tt tmk tt t t tmk tt tmk tt tmk tt t tmk t z,,"Sasara ang Bulaklak-Traditional_Notation.pdf, Sasara ang Bulaklak-Stick_Notation.pdf, Sasara ang Bulaklak-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31733960/embed,"Sasara ang bulaklak, Bubuka ang bulaklak. Ii kot ang bulaklak Dadaan ang reyna. Bumtiyaya, bumtiyaya, bumtiyaya, ye e, Bumtiyaya, bumtiyaya, bumtiyaya, ye e, a bom!","drmrmdrmrmdl,rmrdl,rmrs,d"
Gwan Roun' Rabbit,Library of Congress AFS 6669 B2 Collected by Alan Lomax and Lewis Jones.,Call and Response,"Animals, Rabbits",USA,"s,l, d m",la,"la tetratonic ext,",A,2/4,"ta,ti-ti,tika-tika,ka-tim,ti-rest,ti,anacrusis",ka-tim,"so,",ABA',ABC,"Practice ka-tim, Practice low so","2,3,4",No,"mdl,l,dmdl,s,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,ddddl,ddddl,s,l,",ti t t tt tiz ti t t tt tiz ti tt tktk tt tt tt tktk tt tt ktm t tt tiz ti ktm t tt tiz,,"Gwan Roun Rabbit-Traditional_Notation.pdf, Gwan Roun Rabbit-Stick_Notation.pdf, Gwan Roun Rabbit-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/31757915/embed,"My dog treed Rabbit. My dog treed Rabbit. Now watch that critter sitting on that log, Now watch that critter how he do that dog, Now go on 'roun' Rabbit, Now go on 'roun' Rabbit,","mdl,dmdl,s,l,dl,dl,s,l,"
